job_title,category,description,summary_hourly,summary_salary,country,currency,rating,rating_count,gender_responses,male_count,female_count
Information Technology (IT) Supervisor,11-3020.00 - Computer and Information Systems Managers,"Information technology (IT) supervisors, also called IT managers, are responsible for an organization's computer network. Their duties may vary based on industry, but they are typically tasked with implementing security measures, managing user access, and maintaining network operations. As a supervisor, they also typically oversee a team of IT professionals.
Information technology encompasses everything from email to hardware to software; schools, private businesses, government agencies, non-profit organizations, and many other industries use IT departments to maintain the technology services that they use.
IT supervisors’ primary duty is broad network management. This includes setting up spam filters for email accounts, initializing virus protection software on the network, and helping employees or clients troubleshoot any issues they are having with the computers or Internet. IT supervisors act as experts in the department and typically supervise subordinate IT specialists, assisting with any escalated concerns that arise. They may train staff and ensure that their employees are performing effectively. They also mediate any disputes or issues that arise.
IT supervisors are generally expected to work on call if there are any emergencies with a business’ network administration. They are able to work remotely from home if their business allows for it, as long as there is an Internet connection available on both ends.
IT supervisors typically have bachelor’s degrees in computer science or a related field. As supervisors, they also exhibit a deep understanding of technology and its infrastructures. They may need several years of experience before being promoted to a managerial position, which may also require some experience in leading a team.",The average pay for an Information Technology (IT) Supervisor is $25.91 per hour.,"The average pay for an Information Technology (IT) Supervisor is $75,304 per year.",US,USD,4.0,98.0,245.0,195.0,49.0
Information Technology (IT) Support Specialist,15-1040.00 - Computer Support Specialists,"The information technology (IT) support specialist is a generalist position devoted to all aspects of computer set-up, installation, troubleshooting, service, upgrades, and maintenance. The position can also include handling how computers connect to each other or the rest of the network; printing, both locally and on the network; and auxiliary devices such as tablets, PDAs, and smartphones. The job duties can be performed remotely from a central location, in the customer's work environment, or in a combination of the two. The position may require some physical activity such as lifting and moving computer equipment into place or crawling in tight spaces. 
The IT support specialist must be knowledgeable in all aspects of computer support, diligent, and analytical; they also must possess outstanding communication skills. The IT support specialist is not only a technical worker but often deals directly with the customer, offering advice, training, solutions, and guidance.The position is employed in many types of companies as internal support for computers and networks, and many companies also hire contractors as IT support specialists. Hours can range from regular business hours, to around the clock, to ""on-call"" duty. 
Education required for IT support specialists typically includes at least a high school diploma, but previous experience, a two- or four-year college degree, and/or technical certifications can also be required.",The average pay for an Information Technology (IT) Support Specialist is $21.69 per hour.,"The average pay for an Information Technology (IT) Support Specialist is $54,332 per year.",US,USD,3.78,952.0,2550.0,2122.0,408.0
Information Technology Officer,15-1080.00 - Network Systems and Data Communications Analysts,"Information technology officers are in charge of developing and implementing technology solutions in their organization. They are responsible for reviewing and approving new information technology (IT) alternatives to increase company productivity. One of the information technology officer's main responsibilities is evaluating data needs and security strategies. They also complete detailed reports about security requirements, suggest possible changes, participate in end user training sessions, and create coaching opportunities for junior staff. Information technology officers also prepare documentation for future reference among the IT team. 
Information technology officers conduct reviews of continuity of operations to ensure proper functioning in the IT department. They also manage inventory tasks, delegating activities as needed. Information technology officers work closely with other teams in their organization to minimize production delays or service interruptions. They implement new hardware or software initiatives while retaining legacy support, as well as conduct risk and benefit analysis after migration or deployment has been completed. When dealing with sensitive data, these professionals must follow strict security and confidentiality policies. They generally work full time and report their progress to company executives. 
A bachelor's degree in information technology or a related field is required for this position. Previous related experience - including in a managerial role - is needed, and industry certifications may be required or preferred. Information technology officers must have strong interpersonal skills to interact with upper management on new technology procedures and guidelines. They should work well independently and as part of a team, and they must be organized individuals that pay close attention to detail as well. ",The average pay for an Information Technology Officer is $35.86 per hour.,"The average pay for an Information Technology Officer is $73,469 per year.",US,USD,4.25,4.0,10.0,7.0,3.0
Information Technology Specialist,15-1040.00 - Computer Support Specialists,"Information technology specialists work closely with a variety of technology products, from their design to regular repair and upkeep. They generally provide their services as-needed for their companies regarding software, hardware, and databases and, depending on a specialist's skill, he/she may also create entire databases and programs for either individual or corporate needs.
It is not uncommon for these specialists to train other employees in information technology (IT), such as corporate employees who must understand the ins and outs of their company’s data entry system. Information technology specialists are always learning, as technology is constantly changing and advancing at remarkable rates.
Some IT specialists only have certifications in various aspects of information technology, while others have college degrees. Educational requirements often depend on the employer, and some corporations prefer candidates who are educated at a graduate level. Valuable majors for aspiring IT specialists include computer science, engineering, and mathematics.",The average pay for an Information Technology Specialist is $22.18 per hour.,"The average pay for an Information Technology Specialist is $61,218 per year.",US,USD,3.81,668.0,1917.0,1552.0,345.0
Infrastructure Analyst,15-1070.00 - Network and Computer Systems Administrators,"Infrastructure analysts are responsible for organizing and overseeing the life cycle and maintenance of an IT computer infrastructure, including servers, storage, and systems management components. This requires running a multitude of complex technical projects to determine long-term viability of systems management and planning, and they are also required to plan and implement infrastructures and oversee their maintenance.
Infrastructure analysts must always be able to maintain system availability by having backups and redundancies built into the system via patches, upgrades, and preventive maintenance. They should be able to work closely with other units within the company to maintain the servers in compliance with set standards, and they must also implement security measures on these systems and run maintenance checks on a consistent basis. To ensure that software tasks are completed, they are also required to develop and maintain complex schedules of upgrades, checks, and patches.
A bachelor's degree and at least two years of relevant work experience are generally required for this position, and aspiring infrastructure analysts must also have expert knowledge of operating systems management, virtualization technology, development techniques, and PC desktop tools and applications to maintain the company's system.",The average pay for an Infrastructure Analyst is $26.21 per hour.,"The average pay for an Infrastructure Analyst is $73,986 per year.",US,USD,3.78,23.0,61.0,52.0,9.0
Instructional Technologist,15-1040.00 - Computer Support Specialists,"The job of an instructional technologist is vital to today’s educational systems, as they a valuable role in assisting teachers and school administrators to put technological learning tools into action in schools and classrooms. While their actions may not be as obvious as those of teachers, they play a large role in helping students gain a strong education.
Instructional technologists can be found in all levels of education, from kindergarten to high school and college, and they are generally responsible for identifying tech-based educational systems applicable to learning, including those pertaining to special education students. They often work closely with school administrations and teachers in determining curriculum by finding, recommending, and sometimes creating technology for classrooms and learning paths. They look closely at past results to help identify problem areas and past successes, fine-tine previous technology implementation, and replace past formats with newer methods to produce stronger results, and they may also train teachers and administrators in using the implemented technologies.
Instructional technologists usually work in an office within a school or administrative building, and they often confer with teachers and administrators on-site, in classrooms, and in different schools. They also travel at times to visit designers of new technology and search for viable systems likely to produce positive results in the schools, so strong verbal and written communication skills are important in this position.
Most instructional technologists have at least a bachelor’s degree, and many also have a master's degree with concentrated studies in curriculum development, classroom support, and other educational topics, as well as computer and IT systems. Depending on their state of employment, they may need certification in their areas of specialty, and they should always stay aware of new developments and styles of education, as they are expected to attend continuing education courses to stay current on their field’s needs.",The average pay for an Instructional Technologist is $21.88 per hour.,"The average pay for an Instructional Technologist is $59,536 per year.",US,USD,3.58,19.0,54.0,27.0,25.0
Instructional Technology Specialist,15-1040.00 - Computer Support Specialists,"Instructional technology specialists are responsible for conducting instructional technology activities for their organization. These professionals are in charge of training and teaching staffs or individuals different technology concepts and topics. They are experts in their field and have specialties in specific technology matters. In addition, they possess strong communication abilities to explain said concepts in a clear and concise manner. 
One of their main responsibilities is participating with both individual and groups settings to review and create curriculum. Instructional technology specialists also help staffs identify effective teaching and learning outcomes and suggest ideas to improve future interactions. They design technology educational principles and implement assessment procedures. These individuals provide technology and educational support as required. These specialists have excellent leadership skills to present and respond to questions of non-technology personnel. They develop materials and lessons as required, utilizing research skills and creating an effective instructional flow. They work well in a team environment with other instructional specialists but can also perform efficiently on their own. They are proficient with a personal computer and use different software to coach and mentor employees. 
They also work in an office setting with a regular 9-to-5 schedule, but travel may be required to different work sites to give presentations, seminars, and conferences. Some of their main tools include slide-show applications, flash programs, and interactive software. They are also familiar with different operating systems. A bachelor's degree in computer science, system engineering, or a related field is usually required for this job. In addition, previous years of experience in an instructional capacity can be helpful. Industry and communication certifications are a plus.",The average pay for an Instructional Technology Specialist is $24.33 per hour.,"The average pay for an Instructional Technology Specialist is $56,010 per year.",US,USD,3.56,16.0,43.0,26.0,15.0
Integrated Circuit (IC) Designer,15-1030.00 - Computer Software Engineers,"Of all technological innovations in the last several decades, few have proven as vital as the integrated circuit. Computational electronics that once required bulky vacuum tubes and acres of space are now made so small that they fit in your pocket. Advances in integrated circuitry and semiconductors are the brain-children of integrated circuit designers; using their expertise in both electronics and computers, the integrated circuit designer builds the framework for the layout of circuitry to perform any manner of tasks, and designs the circuitry to maximize capabilities while minimizing waste heat, inefficiency and other safety issues.

In a typical environment, the integrated circuit designer will collaborate with other departments to envision their concepts and work to figure out how best to realize them. Using this information, the integrated circuit designer, with the use of computer-aided design software and other tools, maps out the design of the circuitry and tests its efficiency in a virtual environment. When a design works as intended in a virtual environment, it is sent to manufacturing to build physical models of the circuitry. The integrated circuit designer will test these models and make all necessary changes until a final, finished prototype is ready to be sent for active production.

The integrated circuit designer will often draft specification reports and other documentation for the circuitry they have designed. Integrated circuit design is an advanced field - though it is possible for applicants with an Associate's degree to find a position, employment prospects are greatly bolstered with a Bachelor's degree in Engineering or Computer Engineering. Training and experience with CAD and microprocessor architecture are commonly preferred. There are also certificate programs for non-specialized engineering students; applicants must obtain licensure through state examination, and a minimum of four years of work experience in the field is required for most positions.",The average pay for an Integrated Circuit (IC) Designer is $30.01 per hour.,"The average pay for an Integrated Circuit (IC) Designer is $119,332 per year.",US,USD,,,9.0,9.0,
"Integration/Test Manager, Data Processing Systems",11-3020.00 - Computer and Information Systems Managers,"Positions for integration/test managers of data processing systems are available at many companies in the information technology industry. Educational requirements generally begin with a bachelor’s degree in computer science, but many openings also require master’s degrees as well. Experience in a similar role is typically required, although specific requirements depend on the company and available positions; everything from entry-level positions to senior positions requiring extensive backgrounds in the field are available. In addition to expertise in relevant computer skills, these managers must have excellent written communication skills to document testing and oral communication skills to work with colleagues.
Specific knowledge of various technologies may be required for some jobs, as the languages and software environment for each company may differ. Specialized knowledge may be required for some systems, while others are easily learned with related experience and learning skills. Some basic tasks performed by integration/test managers of data processing systems include writing and executing test plans based on established product requirements and client demands, resolving any related issues under strict deadlines, and ensuring tasks are completed with minimal errors. Excellent attention to detail and the ability to stay organized are important factors in job success.
Generally speaking, these managers work in an indoor office environment, but some positions may require travel or teleconferencing work to handle remote clients or offices. Many positions involve a certain level of independence, but reporting to clients and supervisors is common, and some positions involve a team that must be led during the testing procedures. Work hours are commonly limited to typical business operating hours, but overtime and flexibility may be required.","The average pay for an Integration/Test Manager, Data Processing Systems is $20.00 per hour.","The average pay for an Integration/Test Manager, Data Processing Systems is $96,371 per year.",US,USD,4.0,1.0,7.0,4.0,3.0
Interaction Designer,15-1080.00 - Network Systems and Data Communications Analysts,"Interaction designers develop web-based platforms through which companies can interact with and engage consumers; this includes the construction of websites and mobile applications. Although programming is a major part of the position, the interaction designer works primarily with platforms' architecture at a foundational level. They must be able to design complex user interfaces and interactions for web, mobile, and cross-platform experiences, providing a product that is valuable, usable and desirable. 
Interaction designers are typically employed by companies that want to establish, maintain, and/or build an online presence that is modern, effective, and competitive. They must follow technical and industry developments to keep the platforms up to date, providing prototypes, page layouts, and user interfaces. Communication skills are essential to this position, and interaction designers must be comfortable collaborating with colleagues to develop effective products and designs.
A bachelor's or master's degree in graphics design, illustration, computer graphics, or a related field is generally required or preferred. An advanced degree in communication or a related field may also be needed or beneficial. Common requirements for interaction designer positions include three or more years of programming and graphic design experience, advanced knowledge of programming languages such as HTML, CSS, and Javascript, and experience with graphics design software such as Adobe Photoshop and Illustrator. A sophisticated knowledge of mobile platforms is also important. An understanding of design philosophy is also crucial for the production of effective designs. ",The average pay for an Interaction Designer is $54.25 per hour.,"The average pay for an Interaction Designer is $83,210 per year.",US,USD,3.63,31.0,74.0,51.0,21.0
Interactive Designer,15-1080.00 - Network Systems and Data Communications Analysts,"Interactive designers are responsible for the design and implementation of all aspects of custom interactive web design.  This involves the conceptualization of a website’s overall design including user interaction, navigation structure, and organization.  Interactive designers then work to implement this concept with high quality visuals and a strong underlying technical framework.  They may also be required to update and modify existing structures of a website not of their own creation.  Additional responsibilities for interactive designers include maintaining and updating website design as new tools and techniques become standard, as well as designing peripheral media such as emails, logos, print, social media, and mobile-targeted media.  They may be required to conduct or manage user research to receive feedback and update designs accordingly.
Interactive designers typically work in an office environment during regular business hours, although some consultation and home office work may be needed.  Overtime may be required when a project deadline or upcoming website launch date is close. Interactive designers must work closely with a company’s other technical departments to ensure accessibility to customer record or other data required for a functioning website.  They must also work with management to determine the general direction and theme of the website and act on feedback for the design.  
The requirements for interactive designers typically include a bachelor’s degree in graphic arts, web design, marketing, fine arts, or a related field.  Demonstrable experience in HTML and CSS, as well as the specific design tools of the company, is also required.",The average pay for an Interactive Designer is $33.95 per hour.,"The average pay for an Interactive Designer is $70,402 per year.",US,USD,4.07,15.0,44.0,23.0,20.0
Interactive / Digital Producer,15-1080.00 - Network Systems and Data Communications Analysts,"An interactive/digital producer is an experienced liaison that bridges the gap between clients and related departments in their company. The job of an interactive/digital producer is to obtain and clearly express clients' advertising needs, maintain client relations, produce interactive/ digital projects, and monitor interdepartmental progress. They also facilitate status meetings, provide reports, ensure quality assurance, and work directly with the development, execution, and implementation of marketing plans. It is important that an interactive/digital producer functions well in a constantly evolving profession and is able to thrive in a work atmosphere that may change from day to day. Clients may often desire similar project outcomes, but the process and workflow will likely be different for each project.
Education required for this position varies depending on the company. The range of education generally spans from an associate’s degree and at least three years of related work experience to a bachelor’s degree and the minimum of one year of related work experience. Interactive/digital producers must work closely with other members of the company and work well independently. They must consistently deliver timely, successful projects and keep abreast of new trends in computer technology. To do this, continuing education is essential. Additionally, these producers must be detail oriented, able to meet deadlines, and well organized.",The average pay for an Interactive / Digital Producer is $60.00 per hour.,"The average pay for an Interactive / Digital Producer is $81,322 per year.",US,USD,4.0,4.0,25.0,16.0,8.0
"Internal Support Engineer, IT",15-1040.00 - Computer Support Specialists,"Information technology (IT) internal support engineers are based within IT department, and their primary responsibility is to support and maintain the company’s IT infrastructure and provide technical support to end-users within the company. They either work directly for the company or for a company that provides IT services to external organizations. 
Their job duties include handling hardware and software support, resolving software errors, installing and updating software, installing and replacing hardware, and training end-users. They complete ongoing infrastructure,  maintenance, and system checks. Additionally, IT internal support engineers are responsible for arranging and implementing office moves, including reinstalling computers, hardware, and cabling.  They are responsible for adding new employees to the system, adding their username, setting up their email accounts, and installing their computer and other necessary hardware. In turn, when an employee leaves the company, they are also responsible for removing them from the system and removing computer and other equipment to storage. They monitor and track all hardware and equipment, making sure each piece of equipment is asset-tagged and documented. They also maintain all original software, making sure it is in a centrally located place and continually up to date.
Typically, IT internal support engineers are required to have a bachelor’s degree and at least one to two years' experience within a similar environment. There are various certifications that some companies require, such as Microsoft certification or A+ certification. Most companies require these professionals to complete ongoing training to keep up to date with relevant technology; this training is usually provided by the company.
Work hours vary for IT internal support engineers depending on the company. Most positions require these IT professionals' work hours to be the same as the end-users, as the internal support engineer needs to be available to provide support. If there are major infrastructure updates required, then these must be completed outside normal working hours to provide minimal disruption to company employees.","The average pay for an Internal Support Engineer, IT is $17.13 per hour.","The average pay for an Internal Support Engineer, IT is $63,871 per year.",US,USD,3.0,1.0,6.0,4.0,2.0
"Internal Support Manager, IT",11-3020.00 - Computer and Information Systems Managers,"Information technology (IT) internal support managers are responsible for identifying potential or current issues for customers related to help and support, as well as developing and implementing solutions to these issues. These managers lead a team of IT professionals to efficiently solve issues and maintain exceptional quality in customer support. They must possess excellent written and verbal communication skills to effectively deliver information to senior management and relay information from senior management to their team. 
Internal support managers must track performance data over time, using this information to resolve issues faced by support staff and improve the customer experience. These managers must understand their organization's business model and how that relates to customer experience. They need to be able to effectively implement changes to (and provide support for) software, as well as lead a team to do the same. 
Applicants for these positions generally must have at least a bachelor's degree in computer science or a related field, as well as at least three years of experience managing a team of IT professionals. Applicants must be self-motivated and able to identify and resolve IT-related issues promptly with minimal supervision. IT internal support managers must demonstrate proficiency with general office software, as well as proprietary software used by their organization. Experience with information management software and/or database design is typically strongly preferred. IT internal support managers must be able to adapt to changing workplace regulations, environments, and schedules as required. ",,"The average pay for an Internal Support Manager, IT is $52,925 per year.",US,USD,4.0,1.0,2.0,2.0,
Internet Marketing Analyst,15-1080.00 - Network Systems and Data Communications Analysts,"Internet marketing analysts decipher data on the internet and translate it into information that most people can read, understand, and interpret. The data that internet marketing analysts collect is important to many businesses and corporations, as the data is used to determine consumer behavior and shopping patterns. 
Businesses and corporations hire internet marketing analysts to figure out the best online advertising and marketing strategies. Search engine optimization (SEO) is another task that internet marketing analysts assist businesses with. SEO ensures that people searching for an item or service online will be expedited to the company’s website by putting that business’ link high-up in the search results. Analyzing a company’s webpage is something else that an internet marketing analyst often does. They will sift through everything from the design of the page to the content to make sure that the company is covering all their bases to attract the most business.
Internet marketing analysts normally have a bachelor’s degree in computer science. A master’s degree may also be required for the job. While in college, some students that aspire to become an internet marketing analyst focus their studies on business administration with a lesser focus in marketing. Possessing skills such excellent critical thinking and interpersonal communications will all aid in doing the job successfully.
",The average pay for an Internet Marketing Analyst is $15.00 per hour.,"The average pay for an Internet Marketing Analyst is $50,868 per year.",US,USD,3.75,4.0,12.0,6.0,5.0
iOS Developer,15-1030.00 - Computer Software Engineers,"The iOS developer creates, debugs, maintains and programs software for relevant departments.  Developers must be able to create user-friendly apps for social networking, productivity, finance, and a wide range of other uses.  Qualified developers must be up-to-date on how programming in line with Apple's newest mobile operating system.  Developers should also be fluent in common programming languages such as MySQL and PHP. 
iOS developers should also be able to program to meet the needs of the latest smartphone hardware specifications.  They should also be able to lead a team that can not only create, but can offer technical assistance to customers once the application has been launched to market.  Developers may be asked to collaborate with technical service personnel to create training guides, host web-based seminars and information sessions.  For every app that  is created and marketed, developers must help create a manual for customer service personnel to use while helping customers. It may also then be the responsibility of the iOS developer to assist customer service personnel in providing technical advice to users who have purchased the apps.
Although technical skills are the most important qualifications for this position, iOS developers must also possess good professional etiquette and leadership skills.  They must be able to foster and maintain a cohesive team that can operate at multiple different levels within the organization.",The average pay for an Ios Developer is $41.63 per hour.,"The average pay for an Ios Developer is $100,022 per year.",US,USD,4.16,39.0,189.0,152.0,36.0
iPhone Developer,15-1030.00 - Computer Software Engineers,"iPhone developers are generally hired by companies which develop applications for the iOS; these companies exist in a variety of industries, ranging from technology to healthcare and food service. Most companies prefer applicants who have at least a bachelor's degree in computer science and some experience working with iOS and programs such as XCode 4, Cocoa, and Storyboard.
iPhone developers must understand some programming languages and have a strong understanding of the regulations that must be followed in order to release apps in the Apple iOS store. These developers work primarily in office-based settings with most of their time spent on computers and other devices.
Their main responsibility is to oversee the creation, development, and improvement of software for the iPhone family of products. They will need to determine the direction of development and constantly review the code to identify areas where improvements can be made. From time to time, they will also help develop updates for existing applications to improve user experiences. They may sometimes work on teams, although some companies may employ developers to work alone. They may also work with other departments, such as engineering, to collaborate on releases of products.",The average pay for an Iphone Developer is $9.50 per hour.,"The average pay for an Iphone Developer is $71,175 per year.",US,USD,,,1.0,1.0,
Java Developer,15-1030.00 - Computer Software Engineers,"Java developers create complex web-based applications. Some examples include animated drop-down menus, images that change as a mouse moves over them, and sounds that play when clicked. Java is used extensively on e-commerce sites to collect data and validate user information. It is the job of Java developers to use this scripting language to modify the design and functionality of websites as requested by their clients. Java developers may write programs themselves or revise existing applications. They also identify opportunities to fine-tune and optimize applications of java developed projects. Java developers will often test programs to verify that they work correctly. This responsibility includes resolving technical issues through debugging, research and investigation. Java developers will also often mentor and provide technical guidance and instruction to lower level IT staff, assisting with specific problems requiring a broad knowledge of subject matter processing. 
Technology in the IT world is constantly changing so knowledge becomes outdated in a few years. Therefore, a love of learning is essential for Java developers. Good researching skills are also important because there will always be new technologies to learn about. Java developers typically work on a team, so being a team player is extremely important. Good communication skills are also a must because Java developers must be able to communicate effectively with their team and with clients.",The average pay for a Java Developer is $45.85 per hour.,"The average pay for a Java Developer is $84,923 per year.",US,USD,4.0,68.0,236.0,175.0,60.0
Java Programmer,15-1030.00 - Computer Software Engineers,"Java programmers perform a number of tasks in the Java language. They perform coding and design tasks, as well as testing and implementation. These programmers must have substantial knowledge of Java, including the Java threading model, developing Java multithreaded applications, and relational database modeling and/or design. They must also perform peer code reviews, as well as effectively communicate with the project lead on any developmental efforts/concerns. Other necessary skills include understanding object-oriented design concepts and application layering. In addition to correcting any errors or deficiencies in code, they must also learn and use new technologies as they are released (if they are necessary). 
A Java programmer should be able to learn quickly, multitask, and adapt quickly to changing circumstances in a fast-paced setting. They must also follow standard programming and company practices, as well as prioritize workload to consistently meet deadlines. A Java programmer should be able to work independently, but also collaborate with colleagues in a team environment; additionally, they must work with a project architect or technical lead to confirm technical designs. 
Work experience in the financial industry may be helpful, but it is not always required. A mobile technology and development background may be beneficial, as may an understanding architectural concepts such as SOA, SSO, and Enterprise Service Bus.",The average pay for a Java Programmer is $28.07 per hour.,"The average pay for a Java Programmer is $65,000 per year.",US,USD,2.5,4.0,13.0,12.0,1.0
Java Software Developer / Programmer,15-1030.00 - Computer Software Engineers,"A Java software developer/programmer creates software using the JavaScript programming language, which is used in websites to create interactive services and interfaces. JavaScript can also be used in smartphone apps and, occasionally, computer software. The Java software developer/programmer works as part of a team, creating and maintaining software based on input from senior developers, management, and end-users. They spend much of their time creating, testing, and modifying software, as well as meeting with other developers/programmers to brainstorm and troubleshoot. A Java software developer/programmer works in an office setting and may have flexible work hours; they may be able to work from home and may work longer hours when there are important deadlines. The Java software developer/programmer may be called on to fix security flaws or bugs in software outside of standard work hours.
To become a Java software developer/programmer, a bachelor’s degree in computer science or systems engineering is usually required. However, some companies may accept applicants who only hold associate’s degrees if they have enough software development experience.  With a bachelor’s degree, employers may prefer one to two years of experience in software development. With an associate’s degree, employers may require three to five years of experience. Companies may also require a JavaScript Developer Certification.
",The average pay for a Java Software Developer / Programmer is $34.85 per hour.,"The average pay for a Java Software Developer / Programmer is $80,700 per year.",US,USD,3.91,25.0,86.0,62.0,23.0
Java Web Software Developer,15-1080.00 - Network Systems and Data Communications Analysts,"Java web software developers' day-to-day work is largely based around writing and testing code. Other duties include conducting planning, attending meetings, writing reports, and maintaining up-to-date documentation. The hierarchy and set-up of the developer's team varies by company, but these professionals typically work with other developers and are supervised by a senior developer. In addition to this, contact with other departments such as management, design, support, and customer service staff may also be necessary depending on the company’s policies.
Java web software developer positions are available at a wide variety of companies, as most industries require some form of website production. However, the positions are more commonly available within the software development, web production, and information technology industries. The level of experience and education required in these positions varies, but entry-level positions typically require at least a bachelor’s degree in computer science or a related field. Higher-level positions generally require extensive work experience requirements as well, often with specialized experience in other specific technologies required. Extensive knowledge of Java is essential, and knowledge of other programming languages is generally required or preferred.
Physical requirements of the job are limited to tasks such as long hours of typing and working on a computer. Work is performed in an indoor environment such as an office setting, although teleconferencing or travel may be required in rare circumstances. Work hours are typically limited to standard business hours, but some flexibility may be necessary.",The average pay for a Java Web Software Developer is $35.00 per hour.,"The average pay for a Java Web Software Developer is $76,453 per year.",US,USD,3.8,5.0,9.0,9.0,
Junior Network Administrator,15-1070.00 - Network and Computer Systems Administrators,"Junior network administrators not only set up computer networks for the organization, but are also responsible for monitoring and updating networks, establishing new networks, providing network security, and educating non-network employees on proper computer usage and maintenance.  Junior network administrators are also in charge of purchasing computers and computer components, as well as software needed for day-to-day company operations.
Junior network administrators work in a variety of fields, as any company that utilizes computer technology may employ them. Junior network administrators may work in private businesses, as well as non-profit and government organizations. Some organizations that frequently employ junior network administrators include banking institutions, higher education facilities, hospitals and related medical institutions, correctional and penal systems, and airports and aviation services, among others.
A junior network administrator generally needs to possess at least an associate’s degree in computer science or a closely related subject. A bachelor’s degree may be the minimum required education for some companies. Experience may be required or preferred as well. Computer-based certifications such as Cisco, Citrix, and Novell system certifications may be beneficial.",The average pay for a Junior Network Administrator is $21.06 per hour.,"The average pay for a Junior Network Administrator is $50,045 per year.",US,USD,4.07,14.0,33.0,29.0,4.0
Junior SOC Analyst,15-1070.00 - Network and Computer Systems Administrators,,The average pay for a Junior SOC Analyst is $24.34 per hour.,"The average pay for a Junior SOC Analyst is $59,706 per year.",US,USD,4.43,7.0,23.0,18.0,5.0
Junior Software Engineer,15-1030.00 - Unclassified Computer Software Engineers,"A junior software engineer designs codes for new software and also modifies current software. They are responsible for correcting defects and debugging software. They also recommend changes to existing software, as well as develop ideas for implementing future software. A junior software engineer must be able to keep up with rapidly changing computer technology. They must be proficient in Java-based applications, as well as work with a team of other engineers and/or information technology (IT) professionals. Junior software engineers must be able to do custom development, integrate older tools and technologies, and continuously build their own skills. They must be able to research and analyze existing programs and assist in preparing documentation for work assignments. They also conduct regular quality assurance activities such as a peer review and during meetings.
Junior software engineers typically need a bachelor’s degree in computer science, mathematics, or a related field. However, many organizations will substitute education for substantial experience in programming languages, operating systems, and software.",The average pay for a Junior Software Engineer is $25.30 per hour.,"The average pay for a Junior Software Engineer is $66,894 per year.",US,USD,3.91,139.0,728.0,546.0,166.0
Junior Systems Administrator,15-1070.00 - Unclassified Network and Computer Systems Administrators,"Junior systems administrators are responsible for handling day-to-day information technology (IT) operations for their organization. They are in charge of assisting system administrators with providing systems support for end users. Junior systems administrators complete support tasks for hardware devices and software packages, help with installation setups, and revise existing documentation guidelines. Other main functions include providing training for teams in other departments, answering technology questions as needed, completing administrative tasks when required, and filling out documentation when requesting new inventory. 
Junior systems administrators work on removing security threats and malware from company systems, as well as trace network failures and research possible solutions. They assist other systems staff when deploying new software and upgrade installations. Junior systems administrators also complete regular backups and perform data recovery, assist in workstation life cycle rotations, monitor servers, work with other administrators to minimize downtime, and prevent data corruption. They also provide remote support and escalate issues to supervisors as needed. When handling financial or identity data, administrators must follow specific company procedures. 
A bachelor's degree in computer science, information technology, or a related field is necessary for this position. Previous experience in a systems administrator capacity - as well as additional industry and software certifications are a plus - may be required or preferred. Junior systems administrators must possess strong interpersonal skills to explain system issues to non-technical personnel. In addition, they must be able to prioritize work and multitask in a fast paced environment. They should pay close attention to detail and have strong problem solving abilities as well. ",The average pay for a Junior Systems Administrator is $24.36 per hour.,"The average pay for a Junior Systems Administrator is $45,525 per year.",US,USD,4.5,4.0,14.0,13.0,1.0
Knowledge Engineer,15-2020.00 - Mathematicians,,,"The average pay for a Knowledge Engineer is $73,601 per year.",US,USD,3.0,2.0,13.0,8.0,5.0
